"","sample","MIMAT0000765","MIMAT0000764","MIMAT0000761","MIMAT0000760","MIMAT0000763","MIMAT0000762","MIMAT0004946","MIMAT0004766","MIMAT0004800","MIMAT0004801","MIMAT0004808","MIMAT0004809","MIMAT0004484","MIMAT0004481","MIMAT0004482","MIMAT0022834","MIMAT0003266","MIMAT0004780","MIMAT0004985","MIMAT0000710","MIMAT0000448","MIMAT0000449","MIMAT0000444","MIMAT0000445","MIMAT0000446","MIMAT0000447","MIMAT0000440","MIMAT0000441","MIMAT0000443","MIMAT0004810","MIMAT0004814","MIMAT0004497","MIMAT0004495","MIMAT0004494","MIMAT0004491","MIMAT0004657","MIMAT0019731","MIMAT0001545","MIMAT0000703","MIMAT0000707","MIMAT0000705","MIMAT0000459","MIMAT0000456","MIMAT0000455","MIMAT0000451","MIMAT0000450","MIMAT0022727","MIMAT0022726","MIMAT0004485","MIMAT0004486","MIMAT0003150","MIMAT0016895","MIMAT0018073","MIMAT0002177","MIMAT0002174","MIMAT0018101","MIMAT0005878","MIMAT0000736","MIMAT0000732","MIMAT0000733","MIMAT0000731","MIMAT0000280","MIMAT0000281","MIMAT0002820","MIMAT0002821","MIMAT0004701","MIMAT0004700","MIMAT0000460","MIMAT0000461","MIMAT0000510","MIMAT0015378","MIMAT0003389","MIMAT0009451","MIMAT0000104","MIMAT0019880","MIMAT0000727","MIMAT0000728","MIMAT0000100","MIMAT0000617","MIMAT0003885","MIMAT0003886","MIMAT0003880","MIMAT0004602","MIMAT0004603","MIMAT0004600","MIMAT0004601","MIMAT0001639","MIMAT0004518","MIMAT0004513","MIMAT0004515","MIMAT0003393","MIMAT0000264","MIMAT0000266","MIMAT0000267","MIMAT0000261","MIMAT0000263","MIMAT0000269","MIMAT0002808","MIMAT0002809","MIMAT0000066","MIMAT0000067","MIMAT0000064","MIMAT0000065","MIMAT0000062","MIMAT0000063","MIMAT0000068","MIMAT0000069","MIMAT0000318","MIMAT0004614","MIMAT0000088","MIMAT0000084","MIMAT0000085","MIMAT0000086","MIMAT0000087","MIMAT0000080","MIMAT0000081","MIMAT0000082","MIMAT0000083","MIMAT0004501","MIMAT0004500","MIMAT0004503","MIMAT0004502","MIMAT0004509","MIMAT0005797","MIMAT0004703","MIMAT0004702","MIMAT0000275","MIMAT0000274","MIMAT0000270","MIMAT0000279","MIMAT0000278","MIMAT0002819","MIMAT0000415","MIMAT0000419","MIMAT0000418","MIMAT0000071","MIMAT0000070","MIMAT0000073","MIMAT0000072","MIMAT0000075","MIMAT0000074","MIMAT0000077","MIMAT0000076","MIMAT0000079","MIMAT0000078","MIMAT0000099","MIMAT0000098","MIMAT0000097","MIMAT0000096","MIMAT0000095","MIMAT0000093","MIMAT0000092","MIMAT0000091","MIMAT0000090","MIMAT0004571","MIMAT0019761","MIMAT0000243","MIMAT0000244","MIMAT0000245","MIMAT0004987","MIMAT0000646","MIMAT0004748","MIMAT0000426","MIMAT0000424","MIMAT0000425","MIMAT0000423","MIMAT0000420","MIMAT0003218","MIMAT0004563","MIMAT0004564","MIMAT0004569","MIMAT0004568","MIMAT0003322","MIMAT0003329","MIMAT0016847","MIMAT0000436","MIMAT0005825","MIMAT0002871","MIMAT0002876","MIMAT0000259","MIMAT0000258","MIMAT0000255","MIMAT0000254","MIMAT0000257","MIMAT0000256","MIMAT0000250","MIMAT0000253","MIMAT0004776","MIMAT0000438","MIMAT0004773","MIMAT0000431","MIMAT0000433","MIMAT0000432","MIMAT0000435","MIMAT0000437","MIMAT0004558","MIMAT0004559","MIMAT0004556","MIMAT0004552","MIMAT0004553","MIMAT0004550","MIMAT0004799","MIMAT0004797","MIMAT0000434","MIMAT0022929","MIMAT0004955","MIMAT0026477","MIMAT0004493","MIMAT0003338","MIMAT0000688","MIMAT0000689","MIMAT0000682","MIMAT0000680","MIMAT0000681","MIMAT0001080","MIMAT0000222","MIMAT0000227","MIMAT0004945","MIMAT0004767","MIMAT0004549","MIMAT0003239","MIMAT0000417","MIMAT0004784","MIMAT0000414","MIMAT0001631","MIMAT0001635","MIMAT0001636","MIMAT0000691","MIMAT0000693","MIMAT0000692","MIMAT0000232","MIMAT0000231","MIMAT0005794","MIMAT0005792","MIMAT0022272","MIMAT0022692","MIMAT0016925","MIMAT0004775","MIMAT0004678","MIMAT0005949","MIMAT0001620","MIMAT0001536","MIMAT0000754","MIMAT0000757","MIMAT0000750","MIMAT0000752","MIMAT0000753","MIMAT0000758","MIMAT0000759","MIMAT0004921","MIMAT0004927","MIMAT0017994","MIMAT0017990","MIMAT0005951","MIMAT0009197","MIMAT0004926","MIMAT0001340","MIMAT0001341","MIMAT0004911","MIMAT0000101","MIMAT0004604","MIMAT0000103","MIMAT0004597","MIMAT0004598","MIMAT0004599","MIMAT0003888","MIMAT0004682","MIMAT0004680","MIMAT0004688","MIMAT0003249","MIMAT0003241","MIMAT0003247","MIMAT0002888","MIMAT0019814","MIMAT0000772","MIMAT0004909","MIMAT0003258","MIMAT0004693","MIMAT0004692","MIMAT0004694","MIMAT0004697","MIMAT0014990","MIMAT0004677","MIMAT0004673","MIMAT0004672","MIMAT0004588","MIMAT0004585","MIMAT0004584","MIMAT0004586","MIMAT0017950"
"1","TCGA-CV-A45Q-01"," 2.6227584"," 5.5361338"," 5.1100008"," 4.9980398"," 8.4671667"," 4.4525445"," 4.2325910"," 6.5325396"," 1.9402220"," 3.4333233"," 7.3117155"," 2.4290591"," 8.1444349"," 6.3020612"," 5.0095727"," 6.9637050"," 4.6132005"," 5.6367849"," 2.8970516"," 6.9637050"," 6.0889912"," 6.9121346"," 7.4221419","10.9748111"," 8.8914393"," 8.1138244"," 8.1833489"," 6.8360079"," 8.0757422"," 6.8554169"," 4.8380288"," 6.4959389"," 6.0045256","12.8697975"," 4.7016867"," 6.1790678"," 4.0649000"," 4.0869254"," 8.3408222"," 2.3582248"," 3.9001604"," 4.9862843"," 7.9398519"," 6.6184540"," 8.9085597"," 6.4876791"," 9.7658430"," 2.0340544"," 3.3260444"," 2.6819619"," 7.0048709"," 6.8649877"," 1.3492607"," 5.6882124"," 5.8710190"," 2.2837404"," 2.5610301"," 5.9453365"," 9.3357902"," 9.6432350"," 7.1870557"," 9.6353126"," 6.9090672"," 3.8233882"," 2.6819580"," 1.9401955"," 3.0396362"," 6.5877967"," 4.4693859"," 8.7773079"," 5.2338534"," 7.4564940"," 3.3626822"," 5.4365168"," 1.4883667"," 5.2534818"," 5.4620241"," 9.5061295","12.3579985"," 2.8970533"," 3.9965409"," 2.6227685"," 2.4965441"," 4.2522753"," 3.6264725"," 4.6581619"," 4.4694208"," 3.7698029"," 2.6819275"," 3.1274447"," 8.2846856","18.1445056","14.5849981","11.7751374","12.2149838"," 7.5186566"," 2.5610149"," 4.4006106"," 9.5920772"," 8.7015272","12.0470628"," 9.7777502"," 7.0477262","13.9742376","13.2948132"," 7.8556124"," 8.6970622"," 9.0507497"," 8.2287319"," 9.6759107","13.0449828"," 5.6809723","12.1542184","11.9721878","11.9888592","12.2797903","10.7543239","10.2418186"," 6.0998789"," 4.2908082"," 3.2884633","10.9629637"," 3.7968550"," 2.2052355"," 4.8891753"," 3.3626935"," 5.7167900"," 1.7318816"," 7.5705082"," 7.2689611"," 9.0591753"," 8.4004345"," 8.0548840","11.6388776"," 9.9891401"," 8.4671972"," 9.6534190"," 6.7963561"," 4.5189546"," 9.1556600"," 8.3636218","16.6251397","18.2089499"," 3.5330893","12.7489122","12.0750564","10.7152244"," 8.3351514"," 5.1628620"," 5.3014675","12.2552206","13.7867509"," 6.2973205"," 5.7238647"," 4.7159336"," 2.8970548","13.0744802"," 7.9594410","11.4202346"," 7.2148237"," 9.1828002"," 4.8765605"," 6.3800526"," 6.7795248"," 7.8329636"," 8.6970822"," 8.9116645"," 6.0557854","11.1844589"," 5.0773254"," 4.8117856"," 2.0340584"," 3.8749837"," 2.7935424"," 2.9461628"," 1.4883907"," 4.0648412"," 8.0309032"," 5.3660594","13.1373778"," 4.5189663"," 7.6430623","14.4785225"," 7.2223656"," 9.5380620"," 5.9453629"," 9.7726593"," 2.2837564"," 6.9814939"," 2.0340540"," 5.1628897"," 6.7521526","10.4834826","14.9044935","10.0281925"," 8.1404489"," 4.3828781"," 3.0396757"," 3.4673255"," 4.2717237"," 3.6855072"," 5.3840042"," 7.6597276","11.1333346"," 3.0842430"," 5.3839985"," 2.4290288"," 3.9001523"," 6.0780191"," 3.5331343","13.1738054"," 8.0881137"," 7.7609901"," 9.3189458"," 4.9016607"," 8.6347620"," 8.3556940"," 4.5510974"," 4.0196963"," 4.0648665"," 5.7167939"," 7.4691274"," 9.1065183"," 8.3827203"," 7.1921195"," 7.4941623"," 3.7422695"," 4.4861129","10.8493319","12.1283906","11.1873378"," 9.3369201"," 2.9461456"," 2.7935286"," 1.7319022"," 3.7697894"," 2.0340540"," 3.3627136"," 4.9979865"," 3.9248808"," 8.9527556"," 6.5123080"," 5.1313776","10.1286874"," 2.5609936"," 3.3626814"," 8.2074592"," 5.9392871"," 6.1994341"," 4.3097019"," 7.7067893"," 2.4965387"," 4.8380098","11.1709189"," 4.1300697"," 6.5041874"," 7.1297119"," 6.9873679"," 4.1511871","14.1726414"," 8.1232156"," 4.9140622"," 9.2169495"," 9.4293925"," 5.8257960"," 3.7422794"," 7.8198190"," 3.9001625"," 9.3631876"," 7.2022969"," 3.8494412"," 3.5330831"," 9.3676487"," 7.5646540"," 3.3627148"," 4.5350931"," 4.5824716"," 6.2145525"," 3.5960102"," 2.6819353"," 6.5082256"," 1.1952304"," 2.4965461"," 3.2101939"," 7.9030386"," 5.3108560"," 7.0448839"," 5.2436991"," 5.2437242"," 4.1512086"
"2","TCGA-BA-5149-01"," 2.6083836"," 6.3526989"," 4.9420776"," 4.5425642"," 7.7883904"," 4.9716229"," 5.1972779"," 6.4222146"," 3.2794102"," 4.0450532"," 7.4120165"," 3.1473171"," 8.7718929"," 5.6581304"," 4.8062649"," 6.8649619"," 3.2148997"," 5.0291123"," 3.9687669"," 6.8649619"," 3.3106119"," 7.7027564"," 7.5943041","11.8395148"," 8.6406170"," 9.0398338"," 9.1550900"," 8.5255612"," 7.5110804"," 7.3975269"," 4.3151380"," 6.5875131"," 5.2138527","13.1666312"," 2.8822590"," 6.5256491"," 7.1242074"," 4.0996905"," 8.2415324"," 4.4889812"," 2.8822068"," 4.0450241"," 8.6754711"," 6.6620633"," 9.4671174"," 6.6189972"," 8.7478217"," 2.7518005"," 3.1122455"," 2.7517709"," 6.0210747"," 8.2384942"," 2.6084074"," 9.3662646"," 7.1567766"," 4.2681791"," 3.3412185"," 5.5833727","10.2988132","10.3029157"," 7.4155520","10.6087164"," 7.7318758"," 2.5572227"," 3.3106187"," 2.3323017"," 2.9231777"," 6.6407154"," 4.5942596"," 9.5638443"," 6.6406455"," 9.0669723"," 4.2031105"," 6.5156223"," 2.7965832"," 6.1301416"," 9.5899105"," 9.0726488","12.9037105"," 3.9687697"," 4.6563216"," 3.2148706"," 2.7055987"," 1.8274558","10.3265040"," 4.8062407"," 4.0996923"," 4.8171473"," 1.7384048"," 2.9630313"," 9.6403026","17.6383361","13.9500861","10.9654567","14.5134303"," 6.4886020"," 2.2701331"," 2.4491777"," 9.1684683"," 9.6744601","14.1683372"," 8.0547793"," 8.6189545","14.8188372","13.0190678"," 7.4422427","10.4102014"," 9.6927399"," 8.0268342"," 9.5859231","11.8622388"," 6.5843301","12.5944964","11.2905295","13.6567507","13.4791955","10.8586007","10.3263039"," 8.0338826"," 4.8494070"," 3.1814637","11.6691819"," 3.8882858"," 2.9630461"," 5.2221006"," 5.3627713"," 3.4573372"," 2.3322893"," 7.2543077"," 6.7386439"," 8.4416647"," 7.7562100"," 9.2078748","10.8211764"," 9.5264621"," 8.3721660"," 9.8554069"," 5.3173735"," 5.3995933"," 8.6150122"," 7.6609530","15.9324029","17.7469069"," 3.9688141","12.2200046","12.3913628"," 9.7292787"," 5.1022812"," 6.4885904"," 5.5379320","12.7598358","13.7177817"," 5.7968736"," 5.4068132"," 5.3019661"," 3.3106573","14.8246680"," 8.5632767","13.7207774"," 9.4808987"," 8.8734058"," 6.1300921"," 6.1646875"," 6.5747104"," 6.4610293"," 6.9615498"," 9.0606206"," 6.4006288","10.2292920"," 3.9291064"," 5.1200519"," 4.5160330"," 5.4772698"," 3.7809071"," 2.6083822"," 6.8195498"," 3.6405025"," 8.0007336"," 5.9031151","14.8562704"," 3.6649251"," 6.1344842","14.9090423"," 7.8900872"," 9.4020176"," 4.2031229"," 9.6964285"," 3.2148537"," 8.9559154"," 2.5572489"," 5.9434792"," 7.3773963"," 9.0340581","16.2054417","10.2156802","10.7528230"," 4.5686294"," 3.5905114"," 3.8248702"," 5.1719960"," 3.4292099"," 7.1086973"," 9.9728879","11.3379828"," 4.5425617"," 6.1036364"," 3.3412058"," 4.2682499"," 4.9118304"," 4.5814946","14.0937389"," 7.3736757"," 9.0952445"," 9.5723058"," 5.6702200"," 7.8104015","10.2151713"," 5.5180038"," 4.5686168"," 5.5112711"," 5.6762113"," 9.1588112"," 9.9692483"," 9.4262677","12.2436031"," 9.0986139"," 5.7577397"," 4.4752672","12.3249428","11.6641031","10.2343851"," 8.3260759"," 2.9232010"," 2.8400227"," 1.8274568"," 4.3754436"," 2.5572489"," 3.1122760"," 5.5960700"," 3.0395689"," 9.9476496"," 7.2723153"," 4.0074138","11.5413686"," 3.6405383"," 3.2148262"," 7.0051665"," 5.6397890"," 7.2860563"," 3.8248572"," 7.0953349"," 3.1472584"," 5.3701981","11.3259734"," 3.5120928"," 6.4783337"," 6.4150464"," 8.3270203"," 4.0263465","15.3771793"," 7.0474687"," 3.4292002"," 9.5879177"," 8.6573621"," 5.6999756"," 4.0997107"," 7.0840846"," 3.5905222","10.9847550"," 9.0986242"," 4.6318409"," 4.8600221"," 8.8350051"," 6.8701892"," 3.7584335"," 5.3628347"," 4.5815299"," 5.1972345"," 5.0843343"," 2.7965863"," 7.0474540"," 2.8400337"," 2.0656915"," 3.2148925"," 8.4565146"," 5.3553204"," 6.5552570"," 4.7730328"," 6.9467513"," 5.2303008"
"3","TCGA-UF-A7JJ-01"," 1.4813489"," 4.7928793"," 4.8263632"," 4.3725609"," 8.6385515"," 3.9079979"," 4.3380754"," 6.4780605"," 1.5632991"," 2.7091517"," 7.3867047"," 2.6727682"," 8.4511563"," 5.6590458"," 5.6775877"," 7.0282272"," 3.9390288"," 5.5276447"," 3.4297262"," 7.0282272"," 5.6821613"," 7.8274422"," 6.8338118","11.4390029"," 9.4106179"," 9.4548028"," 8.6123797"," 8.9355034"," 9.2741574"," 6.9543522"," 5.3830832"," 5.4109628"," 5.9827156","12.4454035"," 2.7793447"," 4.4172418"," 6.1706421"," 4.0424735"," 7.3810989"," 1.3023912"," 3.1139525"," 3.9236225"," 7.9561058"," 5.5378321","10.2272290"," 4.7928605"," 8.4902692"," 3.1672455"," 3.8922863"," 1.8507343"," 6.5920553"," 5.8258371"," 1.8507856"," 4.5435771"," 6.1542229"," 2.6727878"," 4.5535965"," 6.3310335"," 7.2878506","10.3345124"," 5.8049552"," 9.0718931"," 7.4445301"," 3.6886091"," 3.7940447"," 1.7840340"," 2.1967677"," 6.9787285"," 3.6885984"," 9.8389539"," 3.9990388"," 7.6919347"," 3.7769725"," 4.9302608"," 1.2037573"," 4.5435721"," 6.6932196"," 9.5012833","12.3891864"," 2.8462206"," 3.8440078"," 2.7446461"," 2.5577559"," 3.2683194"," 3.5144227"," 4.7233549"," 5.1645764"," 3.7940194"," 1.7840174"," 4.1914416"," 7.4512530","16.9037017","13.6219871","10.6776605","12.5514038"," 8.4738216"," 2.5971497"," 4.6964052"," 8.7536032"," 9.4352390","11.4142765","10.0760571"," 7.5735096","13.9403245","13.8478922"," 6.8704283"," 8.4791316"," 8.1800474"," 8.6130099","10.5497487","11.1680935"," 6.3075340","12.3580627","12.5587337","11.0818938","13.7495808","10.3944128"," 9.1322613"," 3.8275607"," 4.3028335"," 2.8462444","12.2348625"," 4.5635888"," 3.7067028"," 6.2313280"," 2.9411104"," 4.9069519"," 2.9714378"," 8.4026928"," 6.8275935"," 8.6497421"," 8.7725645"," 8.7965278","10.8027770","10.1384954"," 7.5784640"," 8.2612125"," 4.3950761"," 3.6516589"," 7.5870180"," 6.7489199","16.6593084","18.5261768"," 4.7758253","11.8305111","11.8223305","10.6438082"," 8.0424302"," 5.2657950"," 3.4513312","12.7990908","13.2024167"," 4.0136831"," 4.6596905"," 3.1139876"," 2.5577334","15.6241165"," 8.8514954","11.8639216"," 5.8258556"," 9.9576340"," 5.7003408"," 7.0372227"," 6.1804381"," 6.5600591"," 9.3023011"," 8.0733252"," 5.4437465","12.1209452"," 6.0085054"," 3.0301336"," 0.7239966"," 4.1121285"," 3.1139658"," 1.9144536"," 1.4814308"," 4.0136448"," 8.3936043"," 5.2718608","13.9892404"," 4.8591569"," 7.3191670","14.9562435"," 8.3012634","10.7971378"," 5.0906016","13.8399942"," 2.7091647"," 8.1094738"," 2.7447181"," 5.6213642"," 6.6541078"," 8.9869335","14.6353149"," 9.9112838","10.6641169"," 4.8591047"," 2.6354698"," 2.8461887"," 4.3725499"," 3.2683311"," 6.2925918"," 7.1914736","11.5263019"," 3.4297361"," 5.7448559"," 3.3627371"," 3.0010639"," 5.0198988"," 3.4513456","15.1523417"," 7.0371898"," 8.2129308","10.8712695"," 6.9806125"," 8.6648946"," 9.1718769"," 4.4817871"," 5.2223481"," 4.9147796"," 7.2697206"," 6.9712844"," 9.4481278"," 8.5510510"," 6.0728002"," 6.9712800"," 3.8602569"," 3.7422413","12.5091017","12.2312162","12.1269221","10.7549229"," 2.7792926"," 2.6728173"," 2.9101820"," 4.9832168"," 2.7447181"," 3.5143931"," 5.8626268"," 5.0836961"," 8.1921685"," 5.8504953"," 5.8545263","10.1336734"," 3.0301449"," 5.2900365"," 8.1145679"," 4.9379297"," 6.3939070"," 4.1523086"," 7.8024092"," 2.8462481"," 3.6137460","10.9388403"," 3.1673008"," 6.3600021"," 6.8824168"," 6.9041455"," 5.3942654","13.8311803"," 9.0194635"," 0.7239966"," 9.4961058"," 7.8480028"," 5.1711097"," 3.7067292"," 7.4975301"," 4.0424515","10.0166867"," 7.0864437"," 4.5735037"," 3.3397113"," 9.1824387"," 7.5486446"," 3.1139334"," 4.3381306"," 3.6137568"," 6.4594804"," 2.8131969"," 3.2682991"," 6.5374868"," 2.2957953"," 2.1967243"," 3.6137818"," 9.0923140"," 4.5232792"," 7.7077308"," 5.0556785"," 4.8097374"," 2.7446886"
"4","TCGA-CR-6467-01"," 3.5448773"," 5.2433700"," 3.3199457"," 4.6524807"," 6.2738883"," 4.5524712"," 2.9867663"," 6.3152419"," 2.4576496"," 3.2074618"," 8.4800699"," 2.9522821"," 8.3724938"," 4.6843506"," 4.5865780"," 5.0852799"," 6.0517309"," 3.7394189"," 4.3685664"," 5.0852799"," 2.6419909"," 8.3470942"," 6.3944113"," 9.4601421"," 7.8557465"," 6.2981521"," 7.7754485","13.0247656"," 7.5315586"," 7.1205901"," 3.5448578"," 4.0640151"," 3.7190500","12.4878203"," 3.1779293"," 5.5619389"," 1.9983421"," 3.2926457"," 7.6640165"," 6.7832416"," 2.2461610"," 3.5678502"," 7.4886365"," 6.2385701","11.4237172"," 8.3863086"," 7.9318426"," 2.9169107"," 2.0643914"," 3.1169556"," 4.9256474"," 4.3152943"," 1.4249190"," 5.4428144"," 6.0187606"," 2.8435268"," 3.6561534"," 4.0959201","12.2205346"," 8.1519281"," 9.0807274"," 8.2096823"," 2.4075996"," 4.2878967"," 3.9107783"," 1.0862802"," 2.9169788"," 8.4323782"," 4.3945058","11.0108911"," 3.3988417"," 8.0718979"," 3.2648160"," 7.3597231"," 4.0959319"," 4.6524921"," 8.9299764"," 9.2375294","13.6797634"," 3.0855006"," 5.2646168"," 2.1275626"," 2.6420174"," 7.9406292"," 4.2024113"," 3.4978264"," 3.1169989"," 4.6843938"," 2.1275921"," 2.9867568"," 6.8596206","13.5279446","13.2350955"," 9.1302315","12.7007482"," 4.6948441"," 2.8435958"," 2.9169516"," 8.5357259","10.3183229","14.5850244","13.5883369"," 8.0177273","15.8702454","13.4525236"," 7.1513383"," 9.0320638"," 9.9562481"," 8.0135646","10.6948929","12.1292084"," 6.1950204","13.6278660","12.3279092","12.2177594","14.2676010","11.6669488"," 9.0392841"," 6.8526494"," 4.1116390"," 2.4576549","11.0925622"," 3.6126728"," 2.5980591"," 8.2852029"," 4.1116638"," 4.9693699"," 3.3467456"," 7.5489683"," 5.8971589"," 8.2259762"," 6.1576560"," 8.6436496","12.7656494","11.8683188"," 8.8957589"," 8.5062823"," 3.8559378"," 3.5215160"," 8.2765163"," 6.4386349","15.4923141","18.7470363"," 3.7793129","12.6416919","14.0839376","11.0600556","12.1160187"," 5.3265041"," 4.4449420","12.7594818","13.4098945"," 5.2146047"," 6.4725175"," 5.4303773"," 2.8807403","15.1189479"," 8.0187499","13.2997885"," 6.7930431","10.4267067"," 6.8735573"," 6.3912097"," 7.7493221"," 4.0477399","10.2587479"," 8.7250280"," 8.3193853"," 8.9305092"," 2.6846773"," 3.2926659"," 2.8054585"," 4.6738260"," 1.5221056"," 6.4510612"," 1.3206715"," 6.1231820"," 5.9151722"," 4.8620465","14.1904923"," 5.3728606"," 7.8083441","13.2428910"," 8.1614206","10.4158596"," 3.9808866","12.8619030"," 2.6420225"," 8.5078184"," 1.2081974"," 4.4072152"," 7.8754191","10.0038317","15.5083074"," 8.1270476"," 9.0576291"," 5.1777367"," 3.3989005"," 3.0533547"," 4.5865961"," 4.0147065"," 5.8510988"," 9.5091468","11.5063500"," 2.3020095"," 5.2786144"," 2.6420174"," 2.0644049"," 4.3421841"," 3.0204515","13.2204728"," 7.7007955"," 9.0387142","11.9397992"," 8.2169638"," 9.4957706"," 7.5971917"," 4.6524690"," 2.7663142"," 6.6307957"," 5.6878453"," 9.9903790"," 6.5638146"," 9.6706320"," 6.2981371"," 4.6088915"," 0.6431094"," 4.5977745","12.2109896","12.6235111"," 8.9333192"," 7.5124790"," 2.4576406"," 4.3554394"," 1.3206008"," 4.4449588"," 1.2081974"," 2.3557733"," 5.3922946"," 3.4491869"," 9.6792402"," 6.4664035"," 2.8807240","12.3858852"," 2.5059810"," 3.1169599"," 7.6519680"," 5.9151631"," 7.3679051"," 2.8435525"," 7.2923869"," 2.5980636"," 3.4736828","10.2706062"," 3.3988668"," 6.5837169"," 6.8051303"," 6.0759388"," 3.7190585","14.5599405"," 5.3597579"," 6.6497169"," 9.9783428","10.9523547"," 3.1169574"," 3.9462795"," 7.9184751"," 3.4737335"," 9.3613251"," 5.2218517"," 3.6345827"," 4.7560727"," 8.2069013"," 4.4325060"," 3.6561769"," 4.2315228"," 3.3467522"," 5.4552219"," 4.9520263"," 3.5678203"," 6.6362219"," 1.7797972"," 6.1154215"," 3.3467635"," 9.2230854"," 7.0346721"," 6.3976287"," 3.8559498"," 6.9843483"," 1.4248853"
"5","TCGA-T2-A6WX-01"," 2.0521676"," 5.9144126"," 5.1545961"," 4.6279436"," 9.2187606"," 3.9109149"," 3.3157916"," 7.7352108"," 2.3549783"," 3.0037472"," 9.1098641"," 2.8181431"," 8.7627044"," 6.2163750"," 5.2309930"," 6.3971706"," 5.4624612"," 5.0945884"," 4.7497748"," 6.4013090"," 4.2040746"," 8.4406744"," 7.7303557","11.9142898"," 8.0319895"," 7.9692714"," 8.7683777"," 8.9586727"," 8.6003559"," 7.4696356"," 3.7384240"," 5.5912506"," 5.5839909","13.5620455"," 3.9789465"," 6.7518036"," 4.7235818"," 3.9566203"," 7.1289185"," 2.2114975"," 3.0466937"," 3.9108557"," 7.8532304"," 6.7646282"," 9.9302772"," 6.3593724"," 9.7566666"," 3.0466546"," 2.8181630"," 1.9653814"," 7.0120084"," 8.4009095"," 1.4301606"," 7.9196536"," 6.9255639"," 2.9595532"," 4.5102924"," 5.7094039"," 8.7874864"," 9.0635518"," 7.4276067"," 9.8699603"," 6.5907481"," 3.2065673"," 3.6851249"," 1.9654103"," 2.9139663"," 8.2135547"," 3.2803095","10.6426060"," 5.7553850"," 7.6491394"," 4.9093629"," 6.1192685"," 3.2065111"," 4.6696896"," 5.9430727","10.6181565","13.0030347"," 4.2040602"," 4.5555238"," 4.2040426"," 3.0466715"," 1.5542136"," 7.2848700"," 3.5122460"," 4.0649438"," 5.2123026"," 1.5542524"," 4.4476110"," 7.4657088","14.1630525","13.4364876","12.0262558","11.7371915"," 5.8370987"," 2.7677233"," 4.1656547","10.1570554"," 9.2980168","12.2530798"," 7.1852001"," 7.9196615","14.6690514","14.3589470"," 8.2182731"," 9.4880472"," 9.2304356"," 8.3450562"," 9.9097509","11.5036994"," 5.8370904","12.9788336","11.9874152","11.4011244","13.7119724","10.2612250"," 9.2327748"," 5.9987934"," 4.3987599"," 3.6851363","12.0812864"," 3.3843231"," 4.1656618"," 7.0961198"," 3.1681965"," 3.7384868"," 3.3157898"," 8.0753829"," 8.1584014"," 9.9610903"," 8.1486207"," 8.9396283","10.7716512","10.0589629"," 9.1528407"," 9.5178553"," 5.4624742"," 4.5702729"," 8.9488418"," 7.5027283","16.5256444","18.8065077"," 4.5702888","12.1401035","12.1061255","11.2381985"," 4.3821011"," 5.0211656"," 3.6297843","12.6808747","13.9832611"," 4.1460518"," 5.5767061"," 4.7102816"," 3.1681667","15.7991026"," 8.5444009","12.0661563"," 7.6085587","12.4068257"," 5.3035237"," 7.9650971"," 7.0935540"," 7.0281482"," 7.2893709"," 8.4655456"," 5.7936968"," 9.8859489"," 2.9595370"," 5.7999613"," 2.1340771"," 5.0318688"," 1.1443956"," 4.1656750"," 4.0008893"," 5.0842766"," 7.8149909"," 5.9600477","13.5769139"," 5.2586440"," 7.6121090","15.1170664"," 8.4695172","10.4642373"," 5.9600310","12.4656758"," 3.7643609"," 7.5557043"," 2.2849917"," 5.4141843"," 7.7851601"," 9.9516187","14.5411654"," 8.5610975"," 9.5629440"," 4.6137168"," 3.1288295"," 3.5425316"," 5.4782878"," 2.3549478"," 6.8306186"," 8.0662535","12.6092699"," 2.8181060"," 5.6619064"," 4.1656360"," 3.2802742"," 4.8740915"," 3.4173647","14.5540115"," 8.3853258"," 8.0091124","10.6905327"," 7.8786852"," 9.8840936"," 8.4193709"," 4.1849756"," 5.0103699"," 5.8062529"," 5.7293092"," 8.0360172"," 9.3610268"," 9.1460550"," 9.9660115"," 6.7452468"," 3.0037674"," 4.0856241","12.4473767","12.2519001"," 9.8903430"," 7.2462838"," 0.5697000"," 3.5122876"," 1.2943000"," 5.6127868"," 2.2849917"," 2.9595359"," 6.2257685"," 3.8637364","10.0652085"," 6.3118183"," 3.0883485","10.6083450"," 3.3158094"," 4.2229241"," 8.5694222"," 6.5943828"," 7.4174334"," 3.5122434"," 9.1885661"," 3.9566238"," 4.2414763","11.2633278"," 4.6137424"," 7.0174127"," 7.1314309"," 6.3551088"," 5.1741135","14.1714638"," 7.3569697"," 2.2114804"," 9.6964511"," 9.8807631"," 4.8132785"," 4.0008899"," 8.1023204"," 4.3310115","10.1047155"," 8.8785590"," 4.8500541"," 4.2229035"," 8.8896353"," 6.6087724"," 3.6298222"," 3.8637388"," 3.9566226"," 6.8848065"," 3.1287863"," 3.7384624"," 6.9680459"," 2.0521742"," 4.2040696"," 4.2958439"," 8.6066346"," 6.3422594"," 6.9901978"," 5.1741181"," 6.3073748"," 5.3810335"
